over,runs,wickets
1,3,0
2,3,0
3,7,0
4,6,0
5,0,0
6,1,0
7,4,0
8,1,0
9,2,0
10,3,0
11,2,0
12,4,0
13,3,0
14,2,0
15,4,0
16,1,0
17,1,0
