bowler,overs,maidens,runs,wickets,economy
Jean-Paul Duminy,2,0,19,1,9.5
Dale Steyn,4,0,23,1,5.75
Ishant Sharma,3,0,19,0,6.33
Daniel Christian,3,0,13,2,4.33
Pragyan Ojha,4,0,35,2,8.75
Amit Mishra,4,1,26,2,6.5
