batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,0,5,0,0,0.0,c P Ojha b D Christian
Yuvraj Singh,23,17,3,1,135.29,c K Sangakkara b D Christian
Robin Uthappa,4,5,1,0,80.0,c & b A Mishra
Jesse Ryder,18,14,1,1,128.57,c D Ravi Teja b D Steyn
Mithun Manhas,0,1,0,0,0.0,b A Mishra
Wayne Parnell,16,16,0,1,100.0,run out (D Christian/P Ojha)
Bhuvneshwar Kumar,1,1,0,0,100.0,not out
Callum Ferguson,11,13,1,0,84.62,c & b J Duminy
Manish Pandey,23,20,3,1,115.0,b P Ojha
Mitchell Marsh,37,28,1,3,132.14,b P Ojha
