batter,runs,balls,fours,sixes,strike_rate,dismissal
Lakshmipathy Balaji,15,10,1,1,150.0,c Anirudh Singh b Singh
Muthiah Muralidaran,1,2,0,0,50.0,lbw b Symonds
Matthew Hayden,17,11,0,2,154.55,c Singh b Vaas
MS Dhoni,42,29,3,2,144.83,b Symonds
Suresh Raina,6,3,0,1,200.0,c Gilchrist b Vaas
Albie Morkel,42,26,1,3,161.54,not out
S Badrinath,5,12,1,0,41.67,c Singh b Ojha
Sudeep Tyagi,3,4,0,0,75.0,not out
Ravichandran Ashwin,0,1,0,0,0.0,c Singh b Sharma
Murali Vijay,3,6,0,0,50.0,b Vaas
Justin Kemp,22,16,1,1,137.5,st Gilchrist b Ojha
