over,runs,wickets
1,7,0
2,10,0
3,6,0
4,13,0
5,13,0
6,9,0
7,11,0
8,12,0
9,10,0
10,12,0
11,11,0
12,9,0
13,8,0
14,6,0
15,11,0
16,10,0
17,4,0
18,4,0
19,16,0
20,10,0
