Stat,Test,ODI,T20,IPL
Matches,0,0,29,0
Innings,0,0,25,0
Runs,0,0,363,0
Balls,0,0,334,0
Highest,0,0,46,0
Average,0,0,22.69,0
SR,0,0,108.69,0
Not Out,0,0,9,0
Fours,0,0,35,0
Sixes,0,0,7,0
Ducks,0,0,1,0
