Stat,Test,ODI,T20,IPL
Matches,0,0,29,0
Innings,0,0,26,0
Balls,0,0,531,0
Runs,0,0,612,0
Maidens,0,0,2,0
Wickets,0,0,23,0
Avg,0.0,0.0,26.61,0.0
Eco,0,0,6.92,0
SR,0.0,0.0,23.09,0.0
BBI,-/-,-/-,2/18,-/-
BBM,-/-,-/-,2/18,-/-
