Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"GIBRALTAR TOUR OF MALTA, 2026",DNB,GIB,T20I,Marsa,08 May 26,DNB,DNB,DNB
"GIBRALTAR TOUR OF MALTA, 2026",2*(1),GIB,T20I,Marsa,08 May 26,200,0,0
"GIBRALTAR TOUR OF MALTA, 2026",DNB,GIB,T20I,Marsa,07 May 26,DNB,DNB,DNB
"GIBRALTAR TOUR OF MALTA, 2026",17*(11),GIB,T20I,Marsa,07 May 26,154.5,1,1
"CONTINENTAL CUP, 2025",17(17),AUT,T20I,Ilfov County,29 Jun 25,100,1,1
"CONTINENTAL CUP, 2025",28*(20),ROM,T20I,Ilfov County,28 Jun 25,140,2,1
"CONTINENTAL CUP, 2025",34(30),BEL,T20I,Ilfov County,26 Jun 25,113.3,5,0
"CONTINENTAL CUP, 2025",3*(3),FRA,T20I,Ilfov County,26 Jun 25,100,0,0
MDINA CUP 2025,7(9),PORT,T20I,Zemst,30 May 25,77.7,1,0
"ESTONIA TOUR OF MALTA, 2025",0(1),EST,T20I,Marsa,07 May 25,0,0,0
CONTINENTAL CUP 2023,1(2),ROM,T20I,Ilfov County,20 Aug 23,50,0,0
CONTINENTAL CUP 2023,13(8),ROM,T20I,Ilfov County,20 Aug 23,162.5,1,1
CONTINENTAL CUP 2023,12(7),ROM,T20I,Ilfov County,19 Aug 23,171.4,1,1
CONTINENTAL CUP 2023,46*(24),ROM,T20I,Ilfov County,19 Aug 23,191.6,7,1
CONTINENTAL CUP 2023,DNB,ROM,T20I,Ilfov County,18 Aug 23,DNB,DNB,DNB
VALLETTA CUP 2023,18(22),FRA,T20I,Marsa,12 Jul 23,81.8,2,0
MDINA CUP 2023,20(22),LUX,T20I,Marsa,11 Jul 23,90.9,1,0
MDINA CUP 2023,1(3),FRA,T20I,Marsa,10 Jul 23,33.3,0,0
MDINA CUP 2023,16(28),FRA,T20I,Marsa,10 Jul 23,57.1,2,0
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,DNB,GIB,T20I,Brussels,03 Jul 22,DNB,DNB,DNB
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,11(10),ISR,T20I,Ghent,01 Jul 22,110,1,0
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,31*(34),PORT,T20I,Ghent,29 Jun 22,91.1,2,0
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,23(23),ESP,T20I,Brussels,28 Jun 22,100,2,1
"MALTA TOUR OF BELGIUM, 2022",6(9),BEL,T20I,Brussels,12 Jun 22,66.6,1,0
"MALTA TOUR OF BELGIUM, 2022",11(12),BEL,T20I,Ghent,11 Jun 22,91.6,1,0
"MALTA TOUR OF BELGIUM, 2022",5(5),BEL,T20I,Ghent,11 Jun 22,100,0,0
VALLETTA CUP 2022,28*(23),ROM,T20I,Marsa,15 May 22,121.7,3,0
VALLETTA CUP 2022,5*(6),BGR,T20I,Marsa,14 May 22,83.3,0,0
VALLETTA CUP 2022,8*(4),CZE,T20I,Marsa,12 May 22,200,1,0
