batter,runs,balls,fours,sixes,strike_rate,dismissal
Ruturaj Gaikwad,40,28,2,3,142.86,c Morgan b Russell
Faf du Plessis,43,30,7,0,143.33,c Lockie Ferguson b Prasidh
Moeen Ali,32,28,2,1,114.29,c Venkatesh Iyer b Lockie Ferguson
Ambati Rayudu,10,9,1,0,111.11,b Narine
Suresh Raina,11,7,1,0,157.14,run out (Tripathi/Chakaravarthy)
MS Dhoni,1,4,0,0,25.0,b Chakaravarthy
Ravindra Jadeja,22,8,2,2,275.0,lbw b Narine
Sam Curran,4,4,0,0,100.0,c (sub)K Nagarkoti b Narine
Shardul Thakur,3,2,0,0,150.0,not out
Deepak Chahar,1,1,0,0,100.0,not out
