Stat,Test,ODI,T20,IPL
Matches,0,0,0,68
Innings,0,0,0,57
Runs,0,0,0,813
Balls,0,0,0,553
Highest,0,0,0,45
Average,0,0,0,18.91
SR,0,0,0,147.02
Not Out,0,0,0,14
Fours,0,0,0,52
Sixes,0,0,0,51
Ducks,0,0,0,4
