Stat,Test,ODI,T20,IPL
Matches,0,0,33,0
Innings,0,0,19,0
Runs,0,0,182,0
Balls,0,0,210,0
Highest,0,0,44,0
Average,0,0,13,0
SR,0,0,86.67,0
Not Out,0,0,5,0
Fours,0,0,17,0
Sixes,0,0,2,0
Ducks,0,0,4,0
