batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahane,9,10,1,0,90.0,c Shahbaz Ahmed b Siraj
Venkatesh Iyer,10,14,1,0,71.43,c and b Akash Deep
Shreyas Iyer,13,10,2,0,130.0,c du Plessis b W Hasaranga
Nitish Rana,10,5,1,1,200.0,c Willey b Akash Deep
Narine,12,8,1,1,150.0,c Akash Deep b W Hasaranga
Billings,14,15,0,1,93.33,c Kohli b Harshal Patel
Jackson,0,1,0,0,0.0,b W Hasaranga
Russell,25,18,1,3,138.89,c Karthik b Harshal Patel
Southee,1,5,0,0,20.0,c du Plessis b W Hasaranga
Umesh,18,12,2,1,150.0,b Akash Deep
Chakaravarthy,10,16,2,0,62.5,not out
