bowler,overs,maidens,runs,wickets,economy
Krunal Pandya,3,0,24,1,8.0
Bhuvneshwar Kumar,4,0,55,0,13.8
Yash Dayal,4,0,41,1,10.2
Lungi Ngidi,4,0,30,3,7.5
Suyash Sharma,4,0,43,0,10.8
Romario Shepherd,1,0,18,0,18.0
