bowler,overs,maidens,runs,wickets,economy
Lakshmipathy Balaji,4,0,44,1,11.0
Sachithra Senanayake,4,1,29,0,7.25
Sunil Narine,4,0,22,0,5.5
Jacques Kallis,4,0,14,2,3.5
Sarabjit Ladda,2,0,18,1,9.0
Rajat Bhatia,2,0,17,1,8.5
