batter,runs,balls,fours,sixes,strike_rate,dismissal
Travis Head,4,2,1,0,200.0,c Harshit Rana b Vaibhav Arora
Abhishek Sharma,2,6,0,0,33.33,c Venkatesh Iyer b Harshit Rana
Ishan Kishan,2,5,0,0,40.0,c Ajinkya Rahane b Vaibhav Arora
Nitish Kumar Reddy,19,15,2,1,126.67,c Narine b Russell
Kamindu Mendis,27,20,1,2,135.0,c (sub)Anukul Roy b Narine
Heinrich Klaasen,33,21,2,2,157.14,c Moeen b Vaibhav Arora
Aniket Verma,6,6,1,0,100.0,c Venkatesh Iyer b Varun Chakaravarthy
Pat Cummins,14,15,2,0,93.33,c Harshit Rana b Varun Chakaravarthy
Harshal Patel,3,5,0,0,60.0,c and b Russell
Simarjeet Singh,0,1,0,0,0.0,b Varun Chakaravarthy
Mohammed Shami,2,4,0,0,50.0,not out
