batter,runs,balls,fours,sixes,strike_rate,dismissal
Kumar Sangakkara,34,28,3,0,121.43,b L Malinga
Cameron White,1,7,0,0,14.29,run out (L Malinga)
Dale Steyn,4,9,0,0,44.44,run out (A Symonds/A Nechim)
Ishant Sharma,1,2,0,0,50.0,not out
Shikhar Dhawan,25,22,5,0,113.64,b L Malinga
Amit Mishra,25,19,4,0,131.58,not out
Dwaraka Ravi Teja,1,4,0,0,25.0,c & b L Malinga
Bharath Chipli,6,8,1,0,75.0,c R Sathish b K Pollard
Sunny Sohal,5,3,0,0,166.67,run out (K Pollard/D Jacobs)
Daniel Christian,21,18,1,1,116.67,st D Jacobs b M Patel
