over,runs,wickets
1,8,0
2,12,0
3,9,0
4,8,0
5,10,0
6,1,0
7,8,0
8,4,0
9,1,0
10,7,0
11,6,0
12,8,0
13,2,0
14,10,0
15,8,0
16,8,0
17,10,0
18,3,0
19,9,0
20,10,0
