batter,runs,balls,fours,sixes,strike_rate,dismissal
Gede Priandana,0,2,0,0,0.0,run out (Kulwinderjeet Singh/Henry Tyler)
Sudhakar Jegannathan,11,17,2,0,64.71,c Kulwinderjeet Singh b Amanpreet Sirah
Kavin Neeraj Chaddha,1,6,0,0,16.67,c Henry Tyler b Huzaifa Mohammed
Gaurav Tiwari,42,49,4,1,85.71,c Gurbhupinder Chohan b Jonathon Tuffin
Kadek Gamantika,45,35,5,1,128.57,c Christopher Stamp b Amanpreet Sirah
Danilson Hawoe,8,3,0,1,266.67,run out (Henry Tyler/Jonathon Tuffin)
Muhammad Yudha Verdian,0,2,0,0,0.0,c and b Jonathon Tuffin
Anjar Tadarus,3,3,0,0,100.0,not out
Gede Arta,2,2,0,0,100.0,run out (Amanpreet Sirah/Henry Tyler)
Dharma Kesuma,1,1,0,0,100.0,run out (Nivek Tanner/Henry Tyler)
Ferdinando Banunaek,0,1,0,0,0.0,not out
