Stat,Test,ODI,T20,IPL
Matches,0,0,11,0
Innings,0,0,11,0
Runs,0,0,86,0
Balls,0,0,128,0
Highest,0,0,26,0
Average,0,0,7.82,0
SR,0,0,67.19,0
Not Out,0,0,0,0
Fours,0,0,5,0
Sixes,0,0,5,0
Ducks,0,0,2,0
