over,runs,wickets
1,9,0
2,4,0
3,20,0
4,1,0
5,6,0
6,11,0
7,11,0
8,9,0
9,4,0
10,12,0
11,15,0
12,3,0
13,3,0
14,9,0
15,8,0
16,15,0
17,10,0
18,5,0
19,13,0
20,8,0
