bowler,overs,maidens,runs,wickets,economy
Bhuvneshwar Kumar,4.0,1,18,1,4.5
K Khaleel Ahmed,4.0,0,26,0,6.5
Shakib Al Hasan,4.0,0,27,0,6.8
Sandeep Sharma,3.5,0,54,1,14.1
Rashid Khan,4.0,0,44,1,11.0
