batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,37,30,3,1,123.33,b Chawla
Lakshmipathy Balaji,0,2,0,0,0.0,lbw b Narine
Mitchell Johnson,0,1,0,0,0.0,b Narine
George Bailey,11,15,1,0,73.33,c M Morkel b Chawla
Cheteshwar Pujara,8,8,1,0,100.0,run out (M Pandey)
Wriddhiman Saha,14,10,1,1,140.0,lbw b Kallis
David Miller,14,10,2,0,140.0,c M Morkel b Chawla
Glenn Maxwell,15,12,2,0,125.0,b M Morkel
Sandeep Sharma,2,5,0,0,40.0,not out
Rishi Dhawan,19,18,2,0,105.56,not out
Axar Patel,7,10,0,0,70.0,st Uthappa b Narine
