batter,runs,balls,fours,sixes,strike_rate,dismissal
Mohammad Kaif,4,7,0,0,57.14,c Nehra b Raje
Shane Warne,7,7,1,0,100.0,c Takawale b Kulkarni
Shane Watson,32,20,4,1,160.0,b Bravo
Graeme Smith,5,9,0,0,55.56,st Takawale b Pollock
Munaf Patel,0,1,0,0,0.0,not out
Ravindra Jadeja,0,1,0,0,0.0,c Takawale b Kulkarni
Yusuf Pathan,1,3,0,0,33.33,b Nehra
Sohail Tanvir,6,6,1,0,100.0,b Nehra
Swapnil Asnodkar,39,36,3,1,108.33,c Uthappa b Raje
Siddharth Trivedi,1,3,0,0,33.33,b Bravo
Mahesh Rawat,1,5,0,0,20.0,c Takawale b Nehra
