Stat,Test,ODI,T20,IPL
Matches,0,0,6,0
Innings,0,0,6,0
Balls,0,0,138,0
Runs,0,0,151,0
Maidens,0,0,0,0
Wickets,0,0,11,0
Avg,0.0,0.0,13.73,0.0
Eco,0,0,6.57,0
SR,0.0,0.0,12.55,0.0
BBI,-/-,-/-,3/12,-/-
BBM,-/-,-/-,3/12,-/-
