Stat,Test,ODI,T20,IPL
Matches,0,0,6,0
Innings,0,0,6,0
Runs,0,0,169,0
Balls,0,0,124,0
Highest,0,0,84,0
Average,0,0,28.17,0
SR,0,0,136.30,0
Not Out,0,0,0,0
Fours,0,0,14,0
Sixes,0,0,7,0
Ducks,0,0,0,0
