batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahmanullah Gurbaz,1,4,0,0,25.0,lbw b Siraj
Sunil Narine,17,13,2,1,130.77,c Rahul Tewatia b Rashid Khan
Ajinkya Rahane,50,36,5,1,138.89,st Jos Buttler b Washington Sundar
Venkatesh Iyer,14,19,0,0,73.68,c Washington Sundar b Sai Kishore
Rinku Singh,17,14,1,1,121.43,c Shubman Gill b Ishant
Andre Russell,21,15,3,1,140.0,st Jos Buttler b Rashid Khan
Ramandeep Singh,1,2,0,0,50.0,c and b Prasidh
Moeen Ali,0,2,0,0,0.0,c Shahrukh Khan b Prasidh
Angkrish Raghuvanshi,27,13,3,1,207.69,not out
Harshit Rana,1,2,0,0,50.0,not out
