batter,runs,balls,fours,sixes,strike_rate,dismissal
Kumar Sangakkara,0,3,0,0,0.0,c A Paunikar b S Trivedi
Jean-Paul Duminy,14,17,0,1,82.35,c J Botha b S Warne
Dale Steyn,7,6,1,0,116.67,c J Botha b A Singh
Ishant Sharma,1,1,0,0,100.0,not out
Shikhar Dhawan,24,15,2,1,160.0,c A Raut b A Singh
Amit Mishra,2,2,0,0,100.0,not out
Dwaraka Ravi Teja,28,20,2,1,140.0,c A Menaria b A Singh
Bharath Chipli,6,9,1,0,66.67,b S Trivedi
Ishank Jaggi,25,28,3,0,89.29,c J Botha b S Warne
Daniel Christian,26,19,1,2,136.84,c (sub)A Rahane b S Trivedi
