Stat,Test,ODI,T20,IPL
Matches,0,0,7,0
Innings,0,0,7,0
Runs,0,0,65,0
Balls,0,0,77,0
Highest,0,0,39,0
Average,0,0,10.83,0
SR,0,0,84.42,0
Not Out,0,0,1,0
Fours,0,0,6,0
Sixes,0,0,0,0
Ducks,0,0,2,0
