batter,runs,balls,fours,sixes,strike_rate,dismissal
Mahmudul Hasan Joy,8,19,2,0,42.11,c Mohammad Rizwan b Shaheen Afridi
Shadman Islam,13,30,2,0,43.33,c Salman Agha b Hasan Ali
Mominul Haque,91,200,10,0,45.5,lbw b Noman Ali
Najmul Hossain Shanto,101,130,12,2,77.69,lbw b Mohammad Abbas
Mushfiqur Rahim,71,179,8,0,39.66,b Shaheen Afridi
Litton Das,33,67,5,0,49.25,c (sub)Amad Butt b Mohammad Abbas
Mehidy Hasan Miraz,10,12,1,1,83.33,c Imam-ul-Haq b Mohammad Abbas
Taijul Islam,17,23,2,0,73.91,c Mohammad Rizwan b Mohammad Abbas
Ebadot Hossain,0,10,0,0,0.0,c Mohammad Rizwan b Mohammad Abbas
Taskin Ahmed,28,19,3,1,147.37,c Saud Shakeel b Shaheen Afridi
Nahid Rana,4,23,0,0,17.39,not out
