batter,runs,balls,fours,sixes,strike_rate,dismissal
Green,6,4,1,0,150.0,b Tushar Deshpande
Ishan Kishan,7,9,1,0,77.78,c M Theekshana b D Chahar
Rohit,0,3,0,0,0.0,c Ravindra Jadeja b D Chahar
Nehal Wadhera,64,51,8,1,125.49,b Matheesha Pathirana
Suryakumar Yadav,26,22,3,0,118.18,b Ravindra Jadeja
Tristan Stubbs,20,21,2,0,95.24,c Ravindra Jadeja b Matheesha Pathirana
Tim David,2,4,0,0,50.0,c Ruturaj Gaikwad b Tushar Deshpande
Arshad Khan,1,2,0,0,50.0,c Ruturaj Gaikwad b Matheesha Pathirana
Jofra Archer,3,2,0,0,150.0,not out
Chawla,2,2,0,0,100.0,not out
