batter,runs,balls,fours,sixes,strike_rate,dismissal
Brendon McCullum,41,43,5,0,95.35,c J Ryder b W Parnell
Jacques Kallis,13,18,1,0,72.22,b M Clarke
Gautam Gambhir,10,12,1,0,83.33,c A Nehra b W Parnell
Shakib Al Hasan,42,30,3,2,140.0,b B Kumar
Manoj Tiwary,8,9,0,0,88.89,not out
Yusuf Pathan,15,10,2,0,150.0,not out
