Stat,Test,ODI,T20,IPL
Matches,0,0,7,0
Innings,0,0,4,0
Balls,0,0,36,0
Runs,0,0,63,0
Maidens,0,0,0,0
Wickets,0,0,0,0
Avg,0.0,0.0,0.0,0.0
Eco,0,0,10.5,0
SR,0.0,0.0,0.0,0.0
BBI,-/-,-/-,0/8,-/-
BBM,-/-,-/-,0/8,-/-
