Stat,Test,ODI,T20,IPL
Matches,0,0,7,0
Innings,0,0,4,0
Runs,0,0,31,0
Balls,0,0,30,0
Highest,0,0,15,0
Average,0,0,7.75,0
SR,0,0,103.34,0
Not Out,0,0,0,0
Fours,0,0,2,0
Sixes,0,0,2,0
Ducks,0,0,1,0
