bowler,overs,maidens,runs,wickets,economy
Arshdeep Singh,4,0,34,1,8.5
Harpreet Brar,3,0,31,2,10.3
Nathan Ellis,4,0,41,1,10.2
Sam Curran,4,0,27,0,6.8
Rahul Chahar,4,0,24,0,6.0
Livingstone,1,0,9,0,9.0
