batter,runs,balls,fours,sixes,strike_rate,dismissal
Mitchell Johnson,4,12,0,0,33.33,b C Morris
Shaun Marsh,13,16,2,0,81.25,st de Kock b A Mishra
Wriddhiman Saha,3,7,0,0,42.86,run out (Duminy)
Murali Vijay,1,5,0,0,20.0,run out (Nair/de Kock)
David Miller,9,9,1,0,100.0,lbw b A Mishra
Glenn Maxwell,0,3,0,0,0.0,c C Brathwaite b A Mishra
Mohit Sharma,15,8,1,1,187.5,c C Morris b Zaheer
Sandeep Sharma,1,2,0,0,50.0,not out
Manan Vohra,32,24,5,0,133.33,b A Mishra
Axar Patel,11,22,1,0,50.0,c Negi b Jayant Yadav
Pardeep Sahu,18,12,1,1,150.0,not out
