over,runs,wickets
1,3,0
2,8,0
3,5,0
4,5,0
5,2,0
6,15,0
7,5,0
8,1,0
9,4,0
10,4,0
11,14,0
12,15,0
13,13,0
14,4,0
15,13,0
16,9,0
17,13,0
18,18,0
19,10,0
20,26,0
