Stat,Test,ODI,T20,IPL
Matches,0,0,0,32
Innings,0,0,0,28
Runs,0,0,0,732
Balls,0,0,0,518
Highest,0,0,0,59
Average,0,0,0,29.28
SR,0,0,0,141.32
Not Out,0,0,0,3
Fours,0,0,0,75
Sixes,0,0,0,25
Ducks,0,0,0,0
