Stat,Test,ODI,T20,IPL
Matches,0,0,0,32
Innings,0,0,0,30
Runs,0,0,0,691
Balls,0,0,0,474
Highest,0,0,0,65
Average,0,0,0,25.59
SR,0,0,0,145.79
Not Out,0,0,0,3
Fours,0,0,0,68
Sixes,0,0,0,27
Ducks,0,0,0,2
