bowler,overs,maidens,runs,wickets,economy
Andre Russell,3,0,21,1,7.0
Morne Morkel,4,0,38,0,9.5
Shakib Al Hasan,3,0,38,1,12.67
Piyush Chawla,4,0,30,1,7.5
Brad Hogg,2,0,19,1,9.5
Umesh Yadav,2,0,18,0,9.0
