batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit,18,13,3,0,138.46,c Nabi b Rashid Khan
Ishan Kishan,84,32,11,4,262.5,c W Saha b Umran Malik
Hardik Pandya,10,8,0,1,125.0,c Roy b Holder
Pollard,13,12,1,0,108.33,c Roy b Abhishek Sharma
Suryakumar Yadav,82,40,13,3,205.0,c Nabi b Holder
Neesham,0,1,0,0,0.0,c Nabi b Abhishek Sharma
Krunal Pandya,9,7,1,0,128.57,c Nabi b Rashid Khan
Coulter-Nile,3,3,0,0,100.0,c Nabi b Holder
Chawla,0,2,0,0,0.0,c Abdul Samad b Holder
Bumrah,5,2,1,0,250.0,not out
