Stat,Test,ODI,T20,IPL
Matches,1,37,113,176
Innings,1,35,107,161
Runs,8,773,3272,4506
Balls,20,736,2008,3034
Highest,8,72,117,103
Average,8,25.77,36.36,33.88
SR,40.00,105.03,162.95,148.52
Not Out,0,5,17,28
Fours,1,80,297,477
Sixes,0,19,179,173
Ducks,0,3,7,11
