batter,runs,balls,fours,sixes,strike_rate,dismissal
Virat Kohli,54,37,6,0,145.95,c Venkatesh Iyer b Russell
Faf du Plessis,17,7,1,2,242.86,c Rinku Singh b Suyash Sharma
Shahbaz Ahmed,2,5,0,0,40.0,lbw b Suyash Sharma
Glenn Maxwell,5,4,1,0,125.0,c Wiese b Chakaravarthy
Mahipal Lomror,34,18,1,3,188.89,c Russell b Chakaravarthy
Dinesh Karthik,22,18,1,1,122.22,c Rinku Singh b Chakaravarthy
Suyash Prabhudessai,10,9,1,0,111.11,run out ((sub)Anukul Roy/Suyash Sharma)
Wanindu Hasaranga,5,4,0,0,125.0,c (sub)Anukul Roy b Russell
David Willey,11,10,1,0,110.0,not out
Vijaykumar Vyshak,13,8,0,1,162.5,not out
