over,runs,wickets
1,8,0
2,9,0
3,9,0
4,7,0
5,8,0
6,9,0
7,7,0
8,8,0
9,5,0
10,20,0
11,5,0
12,5,0
13,14,0
14,4,0
15,8,0
16,6,0
17,14,0
18,11,0
19,26,0
20,23,0
