batter,runs,balls,fours,sixes,strike_rate,dismissal
Steven Smith,39,34,4,0,114.71,b Lockie Ferguson
Dhawan,24,20,5,0,120.0,c Venkatesh Iyer b Lockie Ferguson
Shreyas Iyer,1,5,0,0,20.0,b Narine
Pant,39,36,3,0,108.33,run out ((sub)Karun Nair/Karthik)
Hetmyer,4,5,0,0,80.0,c Southee b Venkatesh Iyer
Lalit Yadav,0,3,0,0,0.0,lbw b Narine
Axar,0,5,0,0,0.0,c Lockie Ferguson b Venkatesh Iyer
Ashwin,9,8,1,0,112.5,c Nitish Rana b Southee
Rabada,0,1,0,0,0.0,not out
Avesh Khan,5,3,1,0,166.67,run out (Karthik)
