batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,25,22,4,0,113.64,b Vinay Kumar
Zaheer Khan,23,9,3,1,255.56,not out
Harbhajan Singh,4,6,0,0,66.67,c Kallis b Kumar
Sanath Jayasuriya,2,5,0,0,40.0,lbw b Steyn
Dwayne Bravo,1,2,0,0,50.0,lbw b Vinay Kumar
Kieron Pollard,21,19,1,1,110.53,c Kohli b Steyn
Saurabh Tiwary,25,21,3,0,119.05,b Kumble
Ambati Rayudu,3,4,0,0,75.0,c Boucher b Vinay Kumar
Rajagopal Sathish,24,22,3,0,109.09,c Dravid b Steyn
Aditya Tare,9,10,2,0,90.0,c Pandey b Kallis
