batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,19,14,3,0,135.71,run out (Kaif/de Villiers)
Mahela Jayawardene,3,7,0,0,42.86,c de Villiers b D Vettori
Brendon McCullum,22,16,3,0,137.5,c (sub)A Karthik b D Vettori
Brad Hodge,5,12,0,0,41.67,c Z Khan b S Aravind
Ramesh Powar,8,6,0,0,133.33,not out
Ravindra Jadeja,23,22,2,0,104.55,c M Kaif b A Mithun
Vinay Kumar,3,3,0,0,100.0,c D Vettori b Z Khan
Raiphi Gomez,7,15,1,0,46.67,c V Kohli b S Aravind
Michael Klinger,24,25,3,0,96.0,b C Gayle
Prasanth Parameswaran,1,1,0,0,100.0,not out
