batter,runs,balls,fours,sixes,strike_rate,dismissal
Devdutt Padikkal,1,2,0,0,50.0,c Ravi Bishnoi b Cottrell
Aaron Finch,20,21,3,0,95.24,b Ravi Bishnoi
Josh Philippe,0,3,0,0,0.0,lbw b Shami
Virat Kohli,1,5,0,0,20.0,c Ravi Bishnoi b Cottrell
AB de Villiers,28,18,4,1,155.56,c Sarfaraz Khan b M Ashwin
Washington Sundar,30,27,2,1,111.11,c Mayank Agarwal b Ravi Bishnoi
Shivam Dube,12,12,0,1,100.0,b Maxwell
Umesh Yadav,0,2,0,0,0.0,b Ravi Bishnoi
Navdeep Saini,6,7,1,0,85.71,b M Ashwin
Dale Steyn,1,2,0,0,50.0,not out
Yuzvendra Chahal,1,3,0,0,33.33,lbw b M Ashwin
