batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,10,13,0,0,76.92,c Singh b Chawla
Anil Kumble,5,3,1,0,166.67,not out
Jacques Kallis,62,46,5,2,134.78,c Jayawardene b Abdulla
Kevin Pietersen,0,2,0,0,0.0,c Goel b Abdulla
Ross Taylor,35,22,4,2,159.09,c Jayawardene b Abdulla
Robin Uthappa,0,1,0,0,0.0,c Yuvraj Singh b Pathan
Jesse Ryder,32,21,6,0,152.38,b Abdulla
Praveen Kumar,13,7,0,1,185.71,lbw b Pathan
Virat Kohli,2,3,0,0,66.67,c Bopara b Singh
Vinay Kumar,1,1,0,0,100.0,not out
Pankaj Singh,0,1,0,0,0.0,b Pathan
