batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,49,35,8,0,140.0,c Sumanth b Symonds
Anil Kumble,2,4,0,0,50.0,not out
Jacques Kallis,27,37,1,0,72.97,c Sumanth b Ojha
Cameron White,4,3,0,0,133.33,c Symonds b Singh
Dale Steyn,0,1,0,0,0.0,lbw b Harmeet Singh
Ross Taylor,1,5,0,0,20.0,b Singh
Robin Uthappa,34,20,0,3,170.0,b Harmeet Singh
Virat Kohli,3,4,0,0,75.0,c Sumanth b Ojha
Vinay Kumar,4,7,0,0,57.14,b Harris
KP Appanna,1,1,0,0,100.0,run out (Sharma/Gilchrist)
Manish Pandey,0,1,0,0,0.0,c Gilchrist b Harris
