batter,runs,balls,fours,sixes,strike_rate,dismissal
KL Rahul,11,6,2,0,183.33,c Rickelton b Boult
Faf du Plessis,6,7,1,0,85.71,c Santner b D Chahar
Abishek Porel,6,9,0,0,66.67,st Rickelton b Will Jacks
Sameer Rizvi,39,35,6,1,111.43,b Santner
Vipraj Nigam,20,11,3,1,181.82,c and b Santner
Tristan Stubbs,2,4,0,0,50.0,lbw b Bumrah
Ashutosh Sharma,18,16,1,1,112.5,st Rickelton b Santner
Madhav Tiwari,3,4,0,0,75.0,b Bumrah
Dushmantha Chameera,8,10,0,0,80.0,not out
Kuldeep Yadav,7,8,0,0,87.5,c (sub)Raj Bawa b Karn Sharma
Mustafizur Rahman,0,1,0,0,0.0,b Bumrah
