over,runs,wickets
1,4,0
2,4,0
3,2,0
4,21,0
5,16,0
6,13,0
7,5,0
8,10,0
9,4,0
10,20,0
11,16,0
12,10,0
13,2,0
14,5,0
15,2,0
16,10,0
17,12,0
18,17,0
19,17,0
20,18,0
