bowler,overs,maidens,runs,wickets,economy
Khaleel Ahmed,4.0,0,33,1,8.2
Bhuvneshwar Kumar,3.0,0,21,0,7.0
Jason Holder,3.5,0,33,0,8.6
Rashid Khan,4.0,0,26,1,6.5
Sandeep Sharma,3.0,0,26,0,8.7
