over,runs,wickets
1,4,0
2,8,0
3,8,0
4,7,0
5,2,0
6,10,0
7,6,0
8,6,0
9,9,0
10,9,0
11,4,0
12,7,0
13,5,0
14,11,0
15,3,0
16,11,0
17,16,0
18,13,0
