batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,34,43,2,0,79.07,c S Jakati b A Morkel
Murali Kartik,1,2,0,0,50.0,not out
Alfonso Thomas,1,2,0,0,50.0,not out
Jerome Taylor,2,1,0,0,200.0,run out ((sub)A Mukund)
Robin Uthappa,0,4,0,0,0.0,b R Ashwin
Nathan McCullum,15,16,0,0,93.75,c S Jakati b D Bollinger
Jesse Ryder,15,11,1,1,136.36,b R Ashwin
Mithun Manhas,20,23,0,1,86.96,c M Dhoni b D Bollinger
Manish Pandey,12,9,2,0,133.33,b A Morkel
Mohnish Mishra,9,9,1,0,100.0,b A Morkel
Rahul Sharma,1,1,0,0,100.0,run out (M Dhoni)
