batter,runs,balls,fours,sixes,strike_rate,dismissal
Priyansh Arya,7,5,1,0,140.0,c Krunal Pandya b Yash Dayal
Prabhsimran,18,10,2,1,180.0,c Jitesh Sharma b Bhuvneshwar
Josh Inglis,4,7,0,0,57.14,c Bhuvneshwar b Hazlewood
Shreyas Iyer,2,3,0,0,66.67,c Jitesh Sharma b Hazlewood
Nehal Wadhera,8,10,1,0,80.0,b Yash Dayal
Stoinis,26,17,2,2,152.94,b Suyash Sharma
Shashank Singh,3,5,0,0,60.0,b Suyash Sharma
Musheer Khan,0,3,0,0,0.0,lbw b Suyash Sharma
Azmatullah,18,12,1,1,150.0,c Jitesh Sharma b Hazlewood
Harpreet Brar,4,11,0,0,36.36,b Romario Shepherd
Jamieson,0,3,0,0,0.0,not out
