bowler,overs,maidens,runs,wickets,economy
Bhuvneshwar,2.0,0,17,1,8.5
Yash Dayal,4.0,0,26,2,6.5
Hazlewood,3.1,0,21,3,6.6
Suyash Sharma,3.0,0,17,3,5.7
Krunal Pandya,1.0,0,10,0,10.0
Romario Shepherd,1.0,0,5,1,5.0
