batter,runs,balls,fours,sixes,strike_rate,dismissal
Shikhar Dhawan,1,2,0,0,50.0,b Umesh
Jonny Bairstow,22,13,4,0,169.23,b Noor Ahmad
Prabhsimran Singh,35,24,5,1,145.83,c Mohit Sharma b Noor Ahmad
Sam Curran,5,8,0,0,62.5,c Williamson b Azmatullah
Sikandar Raza,15,16,0,0,93.75,c W Saha b Mohit Sharma
Shashank Singh,61,29,6,4,210.34,not out
Jitesh Sharma,16,8,0,2,200.0,c Darshan Nalkande b Rashid Khan
Ashutosh Sharma,31,17,3,1,182.35,c Rashid Khan b Darshan Nalkande
Harpreet Brar,1,2,0,0,50.0,not out
