batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,30,24,5,0,125.0,c Kohli b Chahal
Lakshmipathy Balaji,1,1,0,0,100.0,not out
Mitchell Johnson,16,12,1,1,133.33,not out
George Bailey,1,7,0,0,14.29,c Parthiv Patel b A Morkel
Wriddhiman Saha,17,17,0,1,100.0,c de Villiers b Harshal Patel
Mandeep Singh,21,15,2,0,140.0,c A Morkel b Harshal Patel
David Miller,66,29,8,3,227.59,c Chahal b Aaron
Glenn Maxwell,25,11,2,2,227.27,c M Starc b Chahal
Axar Patel,2,3,0,0,66.67,b M Starc
Shivam Sharma,4,2,1,0,200.0,b M Starc
