bowler,overs,maidens,runs,wickets,economy
Shami,4,0,39,1,9.8
Yash Dayal,4,0,39,1,9.8
Rashid Khan,4,0,24,1,6.0
Noor Ahmad,4,0,39,2,9.8
Mohit Sharma,4,0,54,0,13.5
