bowler,overs,maidens,runs,wickets,economy
Umesh,4,0,44,0,11.0
Shivam Mavi,4,0,34,1,8.5
Chakaravarthy,2,0,30,0,15.0
Cummins,4,0,50,1,12.5
Narine,4,0,21,2,5.2
Russell,2,0,29,1,14.5
