over,runs,wickets
1,11,0
2,5,0
3,20,0
4,17,0
5,18,0
6,11,0
7,7,0
8,4,0
9,10,0
10,17,0
11,12,0
12,8,0
13,9,0
14,6,0
15,7,0
16,10,0
17,16,0
18,15,0
19,9,0
20,12,0
