batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,20,18,2,0,111.11,c Flintoff b Balaji
Anil Kumble,1,5,0,0,20.0,not out
Jacques Kallis,24,19,5,0,126.32,lbw b Morkel
Kevin Pietersen,0,1,0,0,0.0,lbw b Muralitharan
Dale Steyn,0,3,0,0,0.0,run out (Raina/Dhoni)
Ross Taylor,1,4,0,0,25.0,c &amp; b Flintoff
Robin Uthappa,20,19,2,0,105.26,st Dhoni b Muralitharan
Praveen Kumar,0,3,0,0,0.0,b Gony
Virat Kohli,11,13,0,1,84.62,c Badrinath b Joginder Sharma
Vinay Kumar,5,6,0,0,83.33,c Hayden b Balaji
Rajesh Bishnoi,0,1,0,0,0.0,c Balaji b Muralitharan
