Stat,Test,ODI,T20,IPL
Matches,0,5,19,152
Innings,0,4,10,122
Runs,0,130,124,1816
Balls,0,128,95,1368
Highest,0,58,26,86
Average,0,65,24.8,21.88
SR,0,101.57,130.53,132.75
Not Out,0,2,5,39
Fours,0,11,8,157
Sixes,0,2,6,69
Ducks,0,0,0,7
