batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,16,11,0,2,145.45,c de Villiers b V Kumar
Robin Uthappa,75,45,5,5,166.67,c RP Singh b M Kartik
Ajantha Mendis,2,4,0,0,50.0,lbw b C Gayle
Abhishek Nayar,1,3,0,0,33.33,c de Villiers b M Kartik
Ashok Dinda,6,5,1,0,120.0,not out
Angelo Mathews,32,19,0,3,168.42,c C Gayle b V Kumar
Aaron Finch,15,11,1,1,136.36,b M Henriques
Bhuvneshwar Kumar,2,3,0,0,66.67,c V Kohli b RP Singh
Tirumalsetti Suman,11,14,1,0,78.57,run out (M Muralitharan/A Karthik)
Steven Smith,4,4,1,0,100.0,c A Karthik b V Kumar
Rahul Sharma,0,1,0,0,0.0,not out
